Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
474478,Mr.,Mohamed,E,Mingo,M,mohamed.mingo@cox.net,Jacob Mingo,Karlyn Mingo,Houser,11/29/1980,1:56:24 PM,36.68,73,1/23/2009,Q1,H1,2009,1,January,Jan,23,Friday,Fri,8.52,163378,17%,046-15-6722,212-575-1473,Grand Island,Erie,Grand Island,NY,14072,Northeast,memingo,scpE/dUPB\|**8
706864,Prof.,Cleo,P,Cortes,M,cleo.cortes@aol.com,Felipe Cortes,Laureen Cortes,Cason,4/16/1960,1:35:19 PM,57.32,50,3/24/2012,Q1,H1,2012,3,March,Mar,24,Saturday,Sat,5.35,175822,27%,304-37-9263,270-929-6163,Pittsburg,Laurel,Pittsburg,KY,40755,South,cpcortes,An[Re;E4}os*8
881831,Hon.,Taneka,I,Wheat,F,taneka.wheat@hotmail.com,Dale Wheat,Sherell Wheat,Gehrke,10/30/1960,5:30:11 PM,56.78,53,10/20/1993,Q4,H2,1993,10,October,Oct,20,Wednesday,Wed,23.79,125470,5%,692-18-2463,206-698-6615,Spokane,Spokane,Spokane,WA,99228,West,tiwheat,Q|N}W#F}
129446,Ms.,Ninfa,U,Elliott,F,ninfa.elliott@aol.com,Adan Elliott,Maude Elliott,Labelle,06-02-1984,3:43:15 AM,33.18,42,4/27/2011,Q2,H1,2011,4,April,Apr,27,Wednesday,Wed,6.26,105578,8%,370-37-9178,316-301-8325,Arma,Crawford,Arma,KS,66712,Midwest,nuelliott,nQm+&Fph74JFu
346832,Mrs.,Elease,M,Gaitan,F,elease.gaitan@walmart.com,Levi Gaitan,Sallie Gaitan,Tait,1/24/1995,7:57:39 PM,22.52,57,12/26/2016,Q4,H2,2016,12,December,Dec,26,Monday,Mon,0.59,188097,27%,681-24-5915,314-947-8987,De Kalb,Buchanan,De Kalb,MO,64440,Midwest,emgaitan,Y[-^NL/&l
647312,Mr.,Bud,I,Cambell,M,bud.cambell@apple.com,August Cambell,Jaye Cambell,Roop,07-08-1971,5:59:08 PM,46.09,71,9/17/1997,Q3,H2,1997,9,September,Sep,17,Wednesday,Wed,19.87,62016,15%,548-99-8264,216-251-4273,Bradner,Wood,Bradner,OH,43406,Midwest,bicambell,geu94P\:7GYAXm
832406,Mr.,Jordan,O,Otoole,M,jordan.otoole@exxonmobil.com,Porter Otoole,Etha Otoole,Heim,02-08-1991,1:46:12 AM,26.48,58,6/15/2017,Q2,H1,2017,6,June,Jun,15,Thursday,Thu,0.12,145832,26%,443-27-9807,212-677-6115,Nicholville,St. Lawrence,Nicholville,NY,12965,Northeast,jootoole,2*|ZB[&D+
295298,Hon.,Anibal,L,Honeycutt,M,anibal.honeycutt@gmail.com,Travis Honeycutt,Hyun Honeycutt,Cullen,11-04-1970,9:48:24 AM,46.76,53,04-11-1999,Q2,H1,1999,4,April,Apr,11,Sunday,Sun,18.31,87658,0%,050-02-2322,209-497-3485,Los Angeles,Los Angeles,Los Angeles,CA,90082,West,alhoneycutt,wuGm}.<V\<l{1
907652,Mr.,Rene,Y,Sessoms,M,rene.sessoms@gmail.com,Margarito Sessoms,Johnnie Sessoms,Washington,11/16/1987,12:07:22 AM,29.72,90,07-05-2017,Q3,H2,2017,7,July,Jul,5,Wednesday,Wed,0.06,152364,24%,304-37-7579,209-782-5677,Mountain Ranch,Calaveras,Mountain Ranch,CA,95246,West,rysessoms,MPVJ$Kek
456388,Ms.,Vernice,A,Sarabia,F,vernice.sarabia@charter.net,Frances Sarabia,Ronna Sarabia,Elgin,4/16/1967,5:25:23 PM,50.32,59,04-11-2016,Q2,H1,2016,4,April,Apr,11,Monday,Mon,1.3,157690,23%,148-23-3565,252-215-8092,Fayetteville,Cumberland,Fayetteville,NC,28303,South,vasarabia,C<QGJ~9!2
708345,Mr.,Deshawn,M,Blanchard,M,deshawn.blanchard@aol.com,Dave Blanchard,Suzette Blanchard,Jaffe,09-07-1990,9:22:29 AM,26.91,85,6/18/2016,Q2,H1,2016,6,June,Jun,18,Saturday,Sat,1.11,93383,8%,192-86-0417,201-433-0513,Summit,Union,Summit,NJ,7901,Northeast,dmblanchard,t#IA*}:YPR&6*s
313530,Mr.,Chad,U,Beebe,M,chad.beebe@gmail.com,Bud Beebe,Kathline Beebe,Kohler,1/16/1994,12:19:32 AM,23.55,87,11-05-2016,Q4,H2,2016,11,November,Nov,5,Saturday,Sat,0.73,61291,9%,650-62-3907,240-689-7887,Linkwood,Dorchester,Linkwood,MD,21835,South,cubeebe,zK_D{syu
359249,Mr.,Olin,V,Warnke,M,olin.warnke@aol.com,Mauricio Warnke,Karima Warnke,Streeter,11-06-1971,8:44:35 AM,45.76,72,01-11-1996,Q1,H1,1996,1,January,Jan,11,Thursday,Thu,21.56,182597,14%,420-67-6778,339-440-3614,Watertown,Middlesex,Watertown,MA,2471,Northeast,ovwarnke,2r+FsHm8Nl%Y
249381,Prof.,Ahmad,X,Simonson,M,ahmad.simonson@gmail.com,Manuel Simonson,Mireille Simonson,Autry,03-08-1982,1:09:01 PM,35.41,59,8/19/2016,Q3,H2,2016,8,August,Aug,19,Friday,Fri,0.94,93592,9%,530-99-0738,229-761-5316,Marietta,Cobb,Marietta,GA,30006,South,axsimonson,DQCdNbWq%mGHOG;
886005,Mr.,Shaun,J,Villareal,M,shaun.villareal@hotmail.co.uk,Nolan Villareal,Denita Villareal,Watterson,12/24/1958,6:15:41 PM,58.63,59,4/25/1994,Q2,H1,1994,4,April,Apr,25,Monday,Mon,23.27,85870,13%,675-48-4432,218-889-3129,Taylors Falls,Chisago,Taylors Falls,MN,55084,Midwest,sjvillareal,m54VNLkjh<FLvt
443962,Mrs.,Lynsey,O,Perrine,F,lynsey.perrine@gmail.com,Ezequiel Perrine,Verlene Perrine,Chandler,10-05-1970,5:03:27 PM,46.84,55,02-04-2009,Q1,H1,2009,2,February,Feb,4,Wednesday,Wed,8.48,83245,23%,465-99-5208,701-881-0480,Milton,Cavalier,Milton,ND,58260,Midwest,loperrine,SIf0w5*p4Jh;h
866609,Mr.,Gabriel,F,Hoekstra,M,gabriel.hoekstra@gmail.com,Emil Hoekstra,Caterina Hoekstra,Amaya,2/23/1977,9:09:14 PM,40.45,57,1/23/2002,Q1,H1,2002,1,January,Jan,23,Wednesday,Wed,15.52,158492,16%,052-02-4981,202-905-7365,Washington,District of Columbia,Washington,DC,20507,South,gfhoekstra,HUfowOx*
698005,Prof.,Jeremy,W,Mccay,M,jeremy.mccay@sbcglobal.net,Tyree Mccay,Yuonne Mccay,Frick,11/16/1975,3:33:35 PM,41.73,78,5/15/2012,Q2,H1,2012,5,May,May,15,Tuesday,Tue,5.21,80633,4%,448-27-3009,215-456-6138,Acme,Westmoreland,Acme,PA,15610,Northeast,jwmccay,e8|oud!;8F_g<.&
961360,Ms.,Hattie,M,Ferrer,F,hattie.ferrer@gmail.com,Rosario Ferrer,Justine Ferrer,Hoye,10-12-1961,10:48:58 AM,55.83,42,1/23/1987,Q1,H1,1987,1,January,Jan,23,Friday,Fri,30.53,100567,1%,532-71-0901,262-392-9784,Madison,Dane,Madison,WI,53792,Midwest,hmferrer,BLCPtAC~
620892,Mr.,Louis,S,Mccusker,M,louis.mccusker@microsoft.com,Reuben Mccusker,Mandy Mccusker,Burkes,06-03-1986,4:32:52 PM,31.17,90,04-04-2008,Q2,H1,2008,4,April,Apr,4,Friday,Fri,9.32,151695,25%,039-74-7655,239-401-2706,Kissimmee,Osceola,Kissimmee,FL,34747,South,lsmccusker,xAXK::Tkws#!fs5
237946,Prof.,Garfield,P,Cagle,M,garfield.cagle@gmail.com,Bud Cagle,Roselee Cagle,Arena,2/19/1993,8:13:43 PM,24.45,85,12/15/2015,Q4,H2,2015,12,December,Dec,15,Tuesday,Tue,1.62,135528,26%,267-99-5064,207-988-4004,Lagrange,Penobscot,Lagrange,ME,4453,Northeast,gpcagle,kreE:L+v:6
433171,Hon.,Freddy,M,Wilkinson,M,freddy.wilkinson@hotmail.com,Brandon Wilkinson,Arcelia Wilkinson,Veasey,7/19/1969,11:03:30 PM,48.06,85,10-08-1997,Q4,H2,1997,10,October,Oct,8,Wednesday,Wed,19.82,122378,25%,523-99-6263,314-290-3255,Rea,Andrew,Rea,MO,64480,Midwest,fmwilkinson,4>\Kfa*j_cypof
430558,Mr.,Omar,R,Borrego,M,omar.borrego@gmail.com,Bryon Borrego,Phuong Borrego,Mikell,11-05-1994,3:05:44 AM,22.74,76,05-03-2017,Q2,H1,2017,5,May,May,3,Wednesday,Wed,0.24,96780,7%,064-02-2777,236-814-8798,Berryville,Clarke,Berryville,VA,22611,South,orborrego,ctyI70LJU4%CHSk
189210,Mr.,Joshua,C,Guyette,M,joshua.guyette@gmail.com,Kelly Guyette,Suzanne Guyette,Geary,11-09-1963,10:57:18 AM,53.75,61,8/29/1997,Q3,H2,1997,8,August,Aug,29,Friday,Fri,19.93,158719,20%,640-29-7836,209-603-8512,Grimes,Colusa,Grimes,CA,95950,West,jcguyette,SDK0q9s$JE1*
716368,Ms.,Jada,S,Labrecque,F,jada.labrecque@hotmail.com,Forest Labrecque,Adina Labrecque,Butterworth,11-11-1987,4:01:41 AM,29.73,56,6/28/2009,Q2,H1,2009,6,June,Jun,28,Sunday,Sun,8.09,167465,9%,427-99-6309,205-724-3099,Montgomery,Montgomery,Montgomery,AL,36104,South,jslabrecque,hIE1nO-\FJ7ehNh
781106,Drs.,Rosita,N,Stahl,F,rosita.stahl@hotmail.com,Anderson Stahl,Georgene Stahl,Rayburn,06-05-1987,6:19:30 PM,30.17,50,7/27/2009,Q3,H2,2009,7,July,Jul,27,Monday,Mon,8.01,67545,24%,226-99-4041,207-880-1862,Addison,Washington,Addison,ME,4606,Northeast,rnstahl,iXv3~~-t<zF
481587,Hon.,Alyssa,P,Dominquez,F,alyssa.dominquez@aol.com,Dwain Dominquez,Gilberte Dominquez,Lillard,5/28/1964,3:03:26 PM,53.2,42,9/20/1995,Q3,H2,1995,9,September,Sep,20,Wednesday,Wed,21.87,178349,19%,507-57-1922,206-553-0992,Tacoma,Pierce,Tacoma,WA,98433,West,apdominquez,jH\]^VX}
529395,Mr.,Zachery,K,Aho,M,zachery.aho@hotmail.com,Dennis Aho,Valerie Aho,Yocum,08-02-1994,5:34:12 AM,23,71,09-02-2015,Q3,H2,2015,9,September,Sep,2,Wednesday,Wed,1.9,42803,0%,488-29-2493,215-466-4344,Philadelphia,Philadelphia,Philadelphia,PA,19116,Northeast,zkaho,yJSUIpli#GubQ<l
215994,Mr.,Booker,U,Duren,M,booker.duren@gmail.com,Bennett Duren,Ozella Duren,Constantine,07-08-1966,12:53:03 AM,51.09,67,07-12-2015,Q3,H2,2015,7,July,Jul,12,Sunday,Sun,2.05,168843,30%,427-99-9404,304-271-6720,Sutton,Braxton,Sutton,WV,26601,South,buduren,9SWyS@N!jS\G@%!
943905,Drs.,Lavonne,K,Loney,F,lavonne.loney@gmail.com,Nigel Loney,Susann Loney,Durkin,05-05-1959,10:37:22 AM,58.27,53,9/30/1988,Q3,H2,1988,9,September,Sep,30,Friday,Fri,28.84,182513,25%,122-98-2537,701-266-9654,Mantador,Richland,Mantador,ND,58058,Midwest,lkloney,2WGc6gAfG;6glJ!
674831,Mrs.,Tiffany,V,Owensby,F,tiffany.owensby@hotmail.com,Santiago Owensby,Deonna Owensby,Colburn,6/29/1979,9:16:52 AM,38.11,41,10-06-2010,Q4,H2,2010,10,October,Oct,6,Wednesday,Wed,6.81,156140,16%,235-57-4102,218-930-9684,Lonsdale,Rice,Lonsdale,MN,55046,Midwest,tvowensby,GjsbopvMZgwQJfB
793630,Mrs.,Aurora,K,Mcwhirter,F,aurora.mcwhirter@ibm.com,Chase Mcwhirter,Paz Mcwhirter,Swartz,7/21/1968,10:12:17 AM,49.05,57,5/29/1990,Q2,H1,1990,5,May,May,29,Tuesday,Tue,27.18,141342,13%,061-02-3526,907-692-9145,Nulato,Yukon-Koyukuk (CA),Nulato,AK,99765,West,akmcwhirter,PaY%TRiJmo;s
669168,Mrs.,Meri,X,Wozniak,F,meri.wozniak@gmail.com,Samuel Wozniak,Kenna Wozniak,Preece,12-08-1990,12:37:22 PM,26.65,49,9/13/2016,Q3,H2,2016,9,September,Sep,13,Tuesday,Tue,0.87,137484,16%,705-18-1446,339-315-9439,Halifax,Plymouth,Halifax,MA,2338,Northeast,mxwozniak,n/FwCt/U7+$0B?
513418,Mr.,Dan,Z,Woodley,M,dan.woodley@gmail.com,Karl Woodley,Mitzi Woodley,Bazemore,1/28/1974,2:35:58 PM,43.53,70,4/23/2000,Q2,H1,2000,4,April,Apr,23,Sunday,Sun,17.27,163815,0%,387-33-5605,339-414-6826,Blandford,Hampden,Blandford,MA,1008,Northeast,dzwoodley,P4AxVKn0t
290293,Drs.,Jalisa,N,Hogue,F,jalisa.hogue@gmail.com,Elroy Hogue,Nenita Hogue,Greenlaw,8/28/1981,9:43:30 PM,35.94,49,03-02-2013,Q1,H1,2013,3,March,Mar,2,Saturday,Sat,4.41,110556,17%,047-15-3989,702-593-0698,Las Vegas,Clark,Las Vegas,NV,89177,West,jnhogue,dT>{&D$HDQ{;1
975239,Hon.,Martin,J,Arias,M,martin.arias@hotmail.com,Dexter Arias,Angeles Arias,Hodges,5/15/1983,6:04:08 AM,34.23,77,08-04-2008,Q3,H2,2008,8,August,Aug,4,Monday,Mon,8.99,143134,22%,558-99-2991,316-510-4363,Lincolnville,Marion,Lincolnville,KS,66858,Midwest,mjarias,2Pdc_]1s~7uLAMl
595911,Mr.,Fermin,O,Rotz,M,fermin.rotz@gmail.com,Son Rotz,Xenia Rotz,Kelsey,3/22/1965,11:00:18 AM,52.39,86,1/23/2008,Q1,H1,2008,1,January,Jan,23,Wednesday,Wed,9.52,96993,26%,731-28-0934,236-466-8326,Reva,Culpeper,Reva,VA,22735,South,forotz,d18>s/PExgL
429587,Mr.,Omar,U,Jump,M,omar.jump@gmail.com,Robt Jump,Robyn Jump,Bouldin,1/14/1987,9:04:25 AM,30.56,77,10/13/2008,Q4,H2,2008,10,October,Oct,13,Monday,Mon,8.79,110639,24%,044-15-9753,212-616-6075,Bainbridge,Chenango,Bainbridge,NY,13733,Northeast,oujump,DzL\S7i9BK#3AB
785926,Ms.,Aletha,Y,Chapman,F,aletha.chapman@walmart.com,Sebastian Chapman,Jani Chapman,Oconnor,05-09-1959,3:56:12 PM,58.26,44,1/27/1981,Q1,H1,1981,1,January,Jan,27,Tuesday,Tue,36.52,194028,9%,156-23-0163,215-615-2351,Equinunk,Wayne,Equinunk,PA,18417,Northeast,aychapman,B#$VDz0X!g#a
755919,Drs.,Renae,S,Mcknight,F,renae.mcknight@yahoo.com,Lynn Mcknight,Augustine Mcknight,Watford,1/16/1974,10:45:06 PM,43.56,52,7/16/2004,Q3,H2,2004,7,July,Jul,16,Friday,Fri,13.04,160883,19%,127-98-8098,405-675-3941,Oklahoma City,Oklahoma,Oklahoma City,OK,73178,South,rsmcknight,PM$2TE9[8
340026,Prof.,Bud,R,Prior,M,bud.prior@charter.net,Collin Prior,Chara Prior,Kingsbury,1/14/1967,5:27:26 AM,50.57,86,3/20/1988,Q1,H1,1988,3,March,Mar,20,Sunday,Sun,29.38,79254,29%,519-87-2775,314-958-2952,Queen City,Schuyler,Queen City,MO,63561,Midwest,brprior,OoZZpAu8}#Z
605444,Ms.,Linda,F,Velasquez,F,linda.velasquez@hotmail.com,Colin Velasquez,Fumiko Velasquez,Galligan,8/29/1995,7:19:37 AM,21.93,57,1/27/2017,Q1,H1,2017,1,January,Jan,27,Friday,Fri,0.5,97332,5%,730-28-9147,201-788-2595,Mount Holly,Burlington,Mount Holly,NJ,8060,Northeast,lfvelasquez,Acu%p0r|H6q2<N-
478190,Mr.,Giuseppe,V,Wayland,M,giuseppe.wayland@bp.com,Jeremiah Wayland,Jennifer Wayland,Fontanez,5/28/1967,10:20:08 PM,50.2,82,07-03-2012,Q3,H2,2012,7,July,Jul,3,Tuesday,Tue,5.07,153518,11%,198-84-0110,210-892-5465,Rio Grande City,Starr,Rio Grande City,TX,78582,South,gvwayland,CX9ds:Sg}l.}-
352954,Mr.,Major,D,Hopper,M,major.hopper@bp.com,Guillermo Hopper,Yuonne Hopper,Shoemake,4/28/1966,12:36:23 PM,51.28,72,02-10-2013,Q1,H1,2013,2,February,Feb,10,Sunday,Sun,4.46,83700,27%,688-24-6218,209-764-4325,Fairfax,Marin,Fairfax,CA,94930,West,mdhopper,Q*?Pmug^GE3?m
416326,Mr.,Garry,Q,Lovelace,M,garry.lovelace@aol.com,Jeromy Lovelace,Aiko Lovelace,Lines,04-10-1994,4:06:20 PM,23.32,87,04-09-2016,Q2,H1,2016,4,April,Apr,9,Saturday,Sat,1.3,146934,1%,624-85-3283,216-251-5384,Groveport,Franklin,Groveport,OH,43125,Midwest,gqlovelace,l4I^!{:QCi]Rrc
441000,Ms.,Fransisca,B,Deltoro,F,fransisca.deltoro@aol.com,Enoch Deltoro,Reva Deltoro,Crumpton,12-04-1980,5:27:57 PM,36.67,42,05-12-2007,Q2,H1,2007,5,May,May,12,Saturday,Sat,10.22,105896,15%,648-58-0609,304-570-4080,Left Hand,Roane,Left Hand,WV,25251,South,fbdeltoro,v[$&>9ZBr@}FR
111498,Mrs.,Wan,H,Dickman,F,wan.dickman@walmart.com,Brad Dickman,Donnette Dickman,Joslin,08-11-1990,10:51:55 AM,26.98,55,05-06-2016,Q2,H1,2016,5,May,May,6,Friday,Fri,1.23,173022,21%,704-18-5219,319-247-3360,Mount Auburn,Benton,Mount Auburn,IA,52313,Midwest,whdickman,B?lF4*6TbF}THM
699775,Mrs.,Gwenn,P,Guyton,F,gwenn.guyton@btinternet.com,Joshua Guyton,Ha Guyton,Harker,04-05-1979,9:12:22 PM,38.34,54,06-12-2011,Q2,H1,2011,6,June,Jun,12,Sunday,Sun,6.13,89604,8%,333-11-9874,252-781-4461,Wallburg,Davidson,Wallburg,NC,27373,South,gpguyton,Z^>+Jy3*oxc@
968960,Drs.,Violette,S,Dennard,F,violette.dennard@exxonmobil.com,Morgan Dennard,Polly Dennard,Halpin,07-11-1984,12:59:54 AM,33.07,54,1/23/2009,Q1,H1,2009,1,January,Jan,23,Friday,Fri,8.52,135978,2%,642-29-5178,303-529-0196,Gunnison,Gunnison,Gunnison,CO,81231,West,vsdennard,t\h_RL%->:8-YY
448244,Mr.,Francis,P,Crochet,M,francis.crochet@aol.com,Mauricio Crochet,Kortney Crochet,Babin,11-07-1965,5:04:18 AM,51.76,78,01-12-2001,Q1,H1,2001,1,January,Jan,12,Friday,Fri,16.55,158489,3%,644-29-8613,252-228-0728,Selma,Johnston,Selma,NC,27576,South,fpcrochet,uga;+2W~f9gxt
649879,Dr.,Norman,Q,Gentry,M,norman.gentry@shaw.ca,Emile Gentry,Leo Gentry,Binder,3/20/1963,1:48:05 PM,54.39,84,5/30/2000,Q2,H1,2000,5,May,May,30,Tuesday,Tue,17.17,156063,30%,132-98-5791,252-727-1856,Beulaville,Duplin,Beulaville,NC,28518,South,nqgentry,Ip*v/&a^D>C
293182,Ms.,Kiersten,Y,Corbitt,F,kiersten.corbitt@yahoo.com,Jimmy Corbitt,Sherley Corbitt,Lavergne,9/27/1966,12:14:18 AM,50.87,47,03-06-2013,Q1,H1,2013,3,March,Mar,6,Wednesday,Wed,4.4,78019,5%,182-86-1747,209-854-5794,Forest Ranch,Butte,Forest Ranch,CA,95942,West,kycorbitt,vZ^X$<x0EfSn
563088,Mr.,Edgardo,S,Almonte,M,edgardo.almonte@gmail.com,Quentin Almonte,Tabitha Almonte,Naughton,6/28/1990,12:30:47 AM,27.1,56,08-05-2011,Q3,H2,2011,8,August,Aug,5,Friday,Fri,5.98,78116,7%,698-16-2587,216-604-4456,Port William,Clinton,Port William,OH,45164,Midwest,esalmonte,wHM]{-|pS
542812,Prof.,Sebastian,K,Medlock,M,sebastian.medlock@cox.net,Antony Medlock,Troy Medlock,Hesson,12/22/1995,12:11:17 AM,21.61,56,6/14/2017,Q2,H1,2017,6,June,Jun,14,Wednesday,Wed,0.12,169926,16%,395-33-0297,339-755-5232,Weymouth,Norfolk,Weymouth,MA,2189,Northeast,skmedlock,miqhS@So
401982,Mr.,Armand,X,Caton,M,armand.caton@walmart.com,Thaddeus Caton,Tawanda Caton,Schick,4/14/1983,8:57:46 AM,34.31,58,08-07-2015,Q3,H2,2015,8,August,Aug,7,Friday,Fri,1.98,168199,18%,099-02-6028,236-905-9273,Cape Charles,Northampton,Cape Charles,VA,23310,South,axcaton,gcT^nK^Fw[1
262786,Ms.,Marlana,O,Follett,F,marlana.follett@yahoo.com,Omar Follett,Quinn Follett,Guidry,11/17/1992,11:25:05 AM,24.71,45,12/31/2013,Q4,H2,2013,12,December,Dec,31,Tuesday,Tue,3.58,102275,6%,553-99-9672,319-737-2270,Donahue,Scott,Donahue,IA,52746,Midwest,mofollett,bV~~*Wu<q/
532098,Prof.,Cornell,Z,Watson,M,cornell.watson@gmail.com,Bobby Watson,Krystin Watson,Oshea,08-07-1965,7:12:17 AM,52.01,72,3/14/2008,Q1,H1,2008,3,March,Mar,14,Friday,Fri,9.38,183359,25%,713-18-6040,212-908-7736,East Moriches,Suffolk,East Moriches,NY,11940,Northeast,czwatson,Lqbsyf|/Y]4
335653,Prof.,Ivory,S,Tisdale,M,ivory.tisdale@hotmail.com,Gregorio Tisdale,Vivien Tisdale,Deanda,12/22/1963,7:27:41 AM,53.64,58,12/19/1988,Q4,H2,1988,12,December,Dec,19,Monday,Mon,28.62,160176,21%,677-22-0449,217-264-2790,Barrington,Lake,Barrington,IL,60010,Midwest,istisdale,Ch!!%R^xnBXhL0
368294,Mr.,Devin,Z,Crum,M,devin.crum@hotmail.com,Hoyt Crum,Ricarda Crum,Johnstone,06-01-1981,8:55:30 AM,36.18,58,7/17/2013,Q3,H2,2013,7,July,Jul,17,Wednesday,Wed,4.03,119518,11%,149-23-9041,210-777-6432,Weesatche,Goliad,Weesatche,TX,77993,South,dzcrum,p:]3n;b_JiMEs
773789,Dr.,Dane,G,Wigley,M,dane.wigley@yahoo.co.uk,Jarod Wigley,Angelic Wigley,Burke,09-07-1978,1:57:25 AM,38.92,60,08-08-2013,Q3,H2,2013,8,August,Aug,8,Thursday,Thu,3.97,42106,9%,245-99-1646,405-808-0333,Moyers,Pushmataha,Moyers,OK,74557,South,dgwigley,Bl<p>[xq[<SN
658161,Ms.,Jean,G,Burrus,F,jean.burrus@yahoo.com,Wilmer Burrus,Sherrie Burrus,Caldera,5/20/1978,8:45:25 AM,39.22,45,6/14/2009,Q2,H1,2009,6,June,Jun,14,Sunday,Sun,8.13,62495,18%,394-33-7476,210-403-2105,Spring Branch,Comal,Spring Branch,TX,78070,South,jgburrus,KURj+}|Q%-
535805,Mr.,Colin,F,Durand,M,colin.durand@yahoo.co.uk,Boyce Durand,Dorthy Durand,Bailey,12/14/1979,10:29:15 AM,37.65,87,07-10-2008,Q3,H2,2008,7,July,Jul,10,Thursday,Thu,9.05,186868,19%,378-37-6514,216-299-1095,Dayton,Montgomery,Dayton,OH,45439,Midwest,cfdurand,wT8[t<Q:Zk
921700,Mr.,Ronald,Y,Gilles,M,ronald.gilles@verizon.net,Jess Gilles,Lelia Gilles,Force,1/25/1974,7:45:35 AM,43.53,65,4/24/2003,Q2,H1,2003,4,April,Apr,24,Thursday,Thu,14.27,127139,2%,722-18-1847,479-666-6653,Banks,Bradley,Banks,AR,71631,South,rygilles,64{igkxFoL*&
318649,Prof.,Vern,N,Bradford,M,vern.bradford@gmail.com,Shaun Bradford,Leila Bradford,Finn,05-09-1994,6:55:08 PM,23.24,70,9/23/2015,Q3,H2,2015,9,September,Sep,23,Wednesday,Wed,1.85,116158,22%,291-15-0815,217-572-8927,Rutland,La Salle,Rutland,IL,61358,Midwest,vnbradford,gdOjDLqO}RkQ
408346,Ms.,Samuel,I,Prine,F,samuel.prine@bellsouth.net,Reginald Prine,Melda Prine,Gillett,2/17/1959,12:08:05 AM,58.48,41,2/16/1997,Q1,H1,1997,2,February,Feb,16,Sunday,Sun,20.46,69598,27%,770-02-5242,209-973-2134,June Lake,Mono,June Lake,CA,93529,West,siprine,Fz8jxc6:w!<f.
130953,Drs.,Karina,O,Monroy,F,karina.monroy@shell.com,Wilbur Monroy,Danuta Monroy,Peavey,03-02-1962,4:39:40 PM,55.44,51,07-03-2003,Q3,H2,2003,7,July,Jul,3,Thursday,Thu,14.08,157783,8%,226-99-3597,215-824-0342,Kintnersville,Bucks,Kintnersville,PA,18930,Northeast,komonroy,l>xz:D3#n7;U58
488035,Mr.,Loren,K,Buxton,M,loren.buxton@yahoo.com,Hank Buxton,Rosia Buxton,Giddings,2/18/1966,3:51:18 AM,51.47,73,09-08-2013,Q3,H2,2013,9,September,Sep,8,Sunday,Sun,3.89,117712,26%,173-86-0369,209-219-5757,Oakland,Alameda,Oakland,CA,94614,West,lkbuxton,R~fZpZ&uBy6;
564305,Mr.,Preston,A,Millen,M,preston.millen@aol.com,Devon Millen,Jaimie Millen,Brenner,12/25/1966,5:12:52 AM,50.62,65,12-01-1997,Q4,H2,1997,12,December,Dec,1,Monday,Mon,19.67,154478,21%,186-86-0486,228-756-9501,Jackson,Hinds,Jackson,MS,39232,South,pamillen,YPNdK?u5-0H?c
392950,Mrs.,Adrien,P,Donato,F,adrien.donato@hotmail.com,Ezekiel Donato,Bethany Donato,Emmons,3/16/1992,9:12:45 PM,25.38,59,12/19/2014,Q4,H2,2014,12,December,Dec,19,Friday,Fri,2.61,124523,14%,306-37-9086,603-827-4893,Manchester,Hillsborough,Manchester,NH,3105,Northeast,apdonato,jPBwsQ.8t6.E6L
901316,Drs.,Shu,R,Essex,F,shu.essex@gmail.com,Olen Essex,Nida Essex,Eldred,05-04-1968,10:53:44 PM,49.27,52,11-10-2005,Q4,H2,2005,11,November,Nov,10,Thursday,Thu,11.72,163363,13%,571-99-9455,217-730-3228,Hebron,McHenry,Hebron,IL,60034,Midwest,sressex,B-QPlQ+@5:Ij8
671087,Mr.,Leslie,J,Sargeant,M,leslie.sargeant@exxonmobil.com,Hayden Sargeant,Nida Sargeant,Seaver,06-03-1970,7:59:47 AM,47.18,84,06-10-2011,Q2,H1,2011,6,June,Jun,10,Friday,Fri,6.14,109919,29%,034-92-4434,217-508-2064,Prospect Heights,Cook,Prospect Heights,IL,60070,Midwest,ljsargeant,R2dQV[NvQY;Xzk3
754951,Ms.,Gertrud,F,Cain,F,gertrud.cain@aol.com,Blaine Cain,Alysha Cain,Christianson,11-12-1972,10:27:49 PM,44.74,51,12/31/2014,Q4,H2,2014,12,December,Dec,31,Wednesday,Wed,2.58,191021,29%,167-86-9119,218-914-5999,Gaylord,Sibley,Gaylord,MN,55334,Midwest,gfcain,y9JX8t<8V
490500,Ms.,Camilla,X,Burgos,F,camilla.burgos@comcast.net,Tobias Burgos,Ria Burgos,Hills,10-04-1984,5:18:11 PM,32.84,40,5/14/2006,Q2,H1,2006,5,May,May,14,Sunday,Sun,11.21,175402,9%,401-73-5167,702-701-9952,Reno,Reno,Reno,NV,89508,West,cxburgos,Psc~H.Q]0
